,id,func,code
4226,4647387,7,"    @edu.umd.cs.findbugs.annotations.SuppressWarnings(value = ""IP_PARAMETER_IS_DEAD_BUT_OVERWRITTEN"")
    RetVal RPSpos(int nr, double Tr[], double Xr[], double Yr[], double Zr[], double Vs, double Xt, double Yt, double Zt) {
        int i, j, k, ns, cmax;
        int[] ce = new int[NMAX];
        double Rq;
        double[] Rs = new double[NMAX];
        double[] Xs = new double[NMAX];
        double[] Ys = new double[NMAX];
        double[] Zs = new double[NMAX];
        double x, y, z, Rmax;
        double Ww, Xw, Yw, Zw, w, q;
        double err, var, vmax, vmin;
        j = k = 0;
        var = 0;
        vmax = SMAX * SMAX * Vs * Vs;
        vmin = 1.0 * Vs * Vs;
        ns = 0;
        Rs[NMAX - 1] = TMAX;
        Rmax = Vs * TMAX;
        for (i = 0; i < nr; i++) {
            if (Tr[i] == 0.0) continue;
            Rq = Vs * (Tr[i] + offset);
            if ((Rq >= Rmax) || (Rq < Vs * TMIN)) continue;
            if (ns == 0) {
                Rs[0] = Rq;
                Xs[0] = Xr[i];
                Ys[0] = Yr[i];
                Zs[0] = Zr[i];
                ns = 1;
            } else {
                j = ((ns == NMAX) ? (ns - 1) : (ns++));
                for (; ; j--) {
                    if ((j > 0) && (Rq < Rs[j - 1])) {
                        Rs[j] = Rs[j - 1];
                        Xs[j] = Xs[j - 1];
                        Ys[j] = Ys[j - 1];
                        Zs[j] = Zs[j - 1];
                    } else {
                        if ((j < NMAX - 1) || (Rq < Rs[j])) {
                            Rs[j] = Rq;
                            Xs[j] = Xr[i];
                            Ys[j] = Yr[i];
                            Zs[j] = Zr[i];
                        }
                        break;
                    }
                }
            }
        }
        for (i = 0; i < ns; i++) ce[i] = 0;
        for (i = 0; i < ns - 1; i++) {
            for (j = i + 1; j < ns; j++) {
                q = Math.sqrt((Xs[i] - Xs[j]) * (Xs[i] - Xs[j]) + (Ys[i] - Ys[j]) * (Ys[i] - Ys[j]) + (Zs[i] - Zs[j]) * (Zs[i] - Zs[j]));
                if ((Rs[i] + Rs[j] < q) || (Rs[i] - Rs[j] > q) || (Rs[j] - Rs[i] > q)) {
                    ++ce[i];
                    ++ce[j];
                }
            }
        }
        cmax = 1;
        while (cmax != 0) {
            cmax = 0;
            for (i = 0; i < ns; i++) {
                if (ce[i] >= cmax) {
                    cmax = ce[i];
                    j = i;
                }
            }
            if (cmax > 0) {
                for (i = 0; i < ns; i++) {
                    if (i == j) continue;
                    q = Math.sqrt((Xs[i] - Xs[j]) * (Xs[i] - Xs[j]) + (Ys[i] - Ys[j]) * (Ys[i] - Ys[j]) + (Zs[i] - Zs[j]) * (Zs[i] - Zs[j]));
                    if ((Rs[i] + Rs[j] < q) || (Rs[i] - Rs[j] > q) || (Rs[j] - Rs[i] > q)) {
                        --ce[i];
                    }
                }
                for (i = j; i < ns - 1; i++) {
                    Rs[i] = Rs[i + 1];
                    Xs[i] = Xs[i + 1];
                    Ys[i] = Ys[i + 1];
                    Zs[i] = Zs[i + 1];
                    ce[i] = ce[i + 1];
                }
                --ns;
            }
        }
        if (ns < 3) {
            Xt = Yt = Zt = 9.9999999e99;
            return new RetVal(1, Xt, Yt, Zt, Vs);
        }
        x = y = 0.0;
        z = -100000.0;
        for (i = 0; i < 1250; i++) {
            if (i < 50) j = k = i % ns; else if (i < 1000) {
                while ((j = (int) Math.floor((ns) * Math.random())) == k) {
                }
                k = j;
            } else j = (1249 - i) % ns;
            if (i < 750) w = 1.0; else {
                w = 1.0 - Rs[j] / Rmax;
                w = w * w;
            }
            if (i >= 1000) w *= 5.0 - 0.004 * i;
            q = Math.sqrt((Xs[j] - x) * (Xs[j] - x) + (Ys[j] - y) * (Ys[j] - y) + (Zs[j] - z) * (Zs[j] - z));
            q = w * (1.0 - Rs[j] / q);
            x += q * (Xs[j] - x);
            y += q * (Ys[j] - y);
            z += q * (Zs[j] - z);
        }
        for (i = 0; i < 15; i++) {
            Ww = Xw = Yw = Zw = var = 0.0;
            for (j = 0; j < ns; j++) {
                q = Math.sqrt((Xs[j] - x) * (Xs[j] - x) + (Ys[j] - y) * (Ys[j] - y) + (Zs[j] - z) * (Zs[j] - z));
                err = q - Rs[j];
                q = 1.0 - Rs[j] / q;
                w = 1.0 - Rs[j] / Rmax;
                w = w * w;
                Xw += w * (x + q * (Xs[j] - x));
                Yw += w * (y + q * (Ys[j] - y));
                Zw += w * (z + q * (Zs[j] - z));
                Ww += w;
                var += w * err * err;
            }
            x = Xw / Ww;
            y = Yw / Ww;
            z = Zw / Ww;
            var = var / Ww;
        }
        Xt = x;
        Yt = y;
        Zt = z;
        if ((var > vmax) || ((ns == 3) && (var > vmin))) {
            return new RetVal(2, Xt, Yt, Zt, Vs);
        }
        return new RetVal(0, Xt, Yt, Zt, Vs);
    }
"
14020,21514569,7,"    public synchronized void remove(Axis Axis) {
        for (int i = 0; i < size - 1; i++) {
            if (axes[i] == Axis) {
                for (; i < size - 1; i++) {
                    axes[i] = axes[i + 1];
                }
            }
        }
        size--;
        axes[size] = null;
    }
"
8246,12432826,7,"        public void addToQueue(Object o) {
            if (!isFull) {
                pos++;
                q[pos] = o;
            } else {
                for (int i = 0; i < size - 1; i++) {
                    q[i] = q[i + 1];
                }
                q[size - 1] = o;
            }
            if (pos >= (size - 1)) {
                isFull = true;
            }
        }
"
11620,17866017,7,"    public RatPoly differentiate() {
        if (deg == 0) return ZERO;
        RatPoly deriv = new RatPoly(BigRational.ZERO, deg - 1);
        for (int i = 0; i < deg; i++) deriv.coef[i] = coef[i + 1].times(new BigRational(i + 1));
        deriv.deg = deriv.degree();
        return deriv;
    }
"
2128,1197769,7,"    public void put(Rectangle2D.Double ext) {
        if ((ext != null) && ((num < 1) || (ext != extents[num - 1]))) {
            if (num < (NUMREC)) {
                extents[num] = ext;
                num = num + 1;
            } else {
                for (int i = 0; i < (NUMREC - 1); i++) {
                    extents[i] = extents[i + 1];
                }
                extents[num - 1] = ext;
            }
        }
    }
"
708,323857,7,"    public void addText(String s) {
        int i;
        for (i = 0; i < lines.length - 1; i++) lines[i] = lines[i + 1];
        lines[i] = s;
        String tmp = """";
        for (i = 0; i < lines.length; i++) tmp += lines[i] + ""\n"";
        textArea.setText(tmp);
        textArea.refresh();
    }
"
8201,12288290,7,"    public static void main(String args[]) {
        args = new String[] { ""ExtractMassChromatograms"", ""-h"" };
        try {
            if (args.length < 1) {
                System.err.println(""[ERROR]: the tool-name to be executed needs to be supplied."");
                System.exit(0);
            }
            Class<? extends Object> cls = null;
            for (Class<? extends Object> c : Tool.getAllClasses(""mzmatch.ipeak"")) {
                if (c.getName().endsWith(args[0])) {
                    cls = c;
                    break;
                }
            }
            if (cls == null) {
                System.err.println(""[ERROR]: unable to locate the requested application '"" + args[0] + ""'"");
                System.exit(0);
            }
            String real_args[] = new String[args.length - 1];
            for (int i = 0; i < args.length - 1; ++i) real_args[i] = args[i + 1];
            for (Method method : cls.getMethods()) {
                if (method.getName().equals(""main"")) {
                    method.invoke(null, (Object) real_args);
                    break;
                }
            }
        } catch (Exception e) {
            Tool.unexpectedError(e, ""mzmatch.Execute"");
        }
    }
"
1935,921066,7,"    public void addText(String s) {
        int i;
        for (i = 0; i < lines.length - 1; i++) lines[i] = lines[i + 1];
        lines[i] = s;
        String tmp = """";
        for (i = 0; i < lines.length; i++) tmp += lines[i] + ""\n"";
        textArea.setText(tmp);
        textArea.refresh();
    }
"
4685,5362350,7,"    private CommandLine parseCommandLine(TclObject argv[]) throws ParseException {
        String[] args = new String[argv.length - 1];
        for (int i = 0; i < argv.length - 1; i++) args[i] = argv[i + 1].toString();
        CommandLine cl = (new PosixParser()).parse(this.opts, args);
        return cl;
    }
"
8471,12812043,7,"    protected void analyzePixels() {
        int len = pixels.length;
        int nPix = len / 3;
        indexedPixels = new byte[nPix];
        NeuQuant nq = new NeuQuant(pixels, len, sample);
        colorTab = nq.process();
        for (int i = 0; i < colorTab.length; i += 3) {
            byte temp = colorTab[i];
            colorTab[i] = colorTab[i + 2];
            colorTab[i + 2] = temp;
            usedEntry[i / 3] = false;
        }
        int k = 0;
        for (int i = 0; i < nPix; i++) {
            int index = nq.map(pixels[k++] & 0xff, pixels[k++] & 0xff, pixels[k++] & 0xff);
            usedEntry[index] = true;
            indexedPixels[i] = (byte) index;
        }
        pixels = null;
        colorDepth = 8;
        palSize = 7;
        if (transparent != null) {
            transIndex = findClosest(transparent);
        }
    }
"
88,34923,7,"    public static void main(String[] args) throws IOException {
        if (args.length < 2) {
            System.out.println(""Usage: java GenerateFromTemplate [-debug] <input> <output> {<var>=<value>}"");
            return;
        }
        int argc = args.length;
        if (args[0].equals(""-debug"")) {
            DEBUG = true;
            argc--;
            for (int i = 0; i < argc; i++) args[i] = args[i + 1];
        }
        int limit = argc;
        argc = 2;
        for (int i = 2; i < limit; i++) {
            if (args[i].indexOf(""="") < 0) args[argc - 1] = args[argc - 1] + "" "" + args[i]; else {
                args[argc++] = args[i];
            }
        }
        FileInputStream inStream = null;
        FileOutputStream outStream = null;
        if (DEBUG) System.out.println(""in:"" + args[0] + ""\nout:"" + args[1]);
        try {
            if (args[0].indexOf(File.separator) != -1) inDir = args[0].substring(0, args[0].lastIndexOf(File.separator) + 1); else inDir = """";
            inStream = new FileInputStream(args[0]);
            outStream = new FileOutputStream(args[1]);
            String[] vars = new String[argc - 2];
            String[] vals = new String[argc - 2];
            for (int i = 2; i < argc; i++) {
                String arg = args[i];
                int pos = arg.indexOf(""="");
                vars[i - 2] = arg.substring(0, pos);
                vals[i - 2] = arg.substring(pos + 1);
                if (DEBUG) System.out.println(vars[i - 2] + "" = "" + vals[i - 2]);
            }
            GenerateFromTemplate gft = new GenerateFromTemplate(inStream, outStream);
            gft.setSubst(vars, vals);
            gft.generateOutputFromTemplate();
        } finally {
            try {
                inStream.close();
                outStream.close();
            } catch (Exception e) {
            }
        }
    }
"
8071,11832425,7,"    private Object[] getArgs(Object value[]) {
        Object[] args = new Object[value.length - 1];
        for (int i = 0; i < args.length; i++) {
            args[i] = value[i + 1];
        }
        return args;
    }
"
9308,14039746,7,"    protected static Long[] removeFromIDArray(Long[] array, Long el) {
        int index = -1;
        for (int n = 0; n < array.length; n++) {
            if (array[n] == el) {
                index = n;
                break;
            }
        }
        assert index != -1;
        Long[] retArray = new Long[array.length - 1];
        for (int n = 0; n < retArray.length; n++) {
            if (n < index) {
                retArray[n] = array[n];
            } else {
                retArray[n] = array[n + 1];
            }
        }
        return retArray;
    }
"
7176,9396597,7,"    protected double backDelay(double[] pattern) {
        int y;
        for (y = 0; y < m_taps; ++y) {
            backmemory[y] = backmemory[y + 1];
            backmemory[y] += pattern[y];
        }
        backmemory[m_taps] = pattern[m_taps];
        return backmemory[0];
    }
"
10548,16103479,7,"    public IDLValue parseIDLArrayTokens(String[] tokens, int type) {
        IDLValue expr1 = null, result = null;
        int ileft;
        int iright;
        if (tokens.length == 0) {
            return null;
        }
        if (tokens.length == 1) {
            expr1 = new IDLValue(Double.parseDouble(tokens[0]));
            return expr1;
        }
        String[] ops = null;
        int next_parser;
        if (type == EXPR) {
            ops = new String[2];
            ops[0] = ""+"";
            ops[1] = ""-"";
            next_parser = TERM;
        } else if (type == TERM) {
            ops = new String[2];
            ops[0] = ""*"";
            ops[1] = ""/"";
            next_parser = FACTOR;
        } else if (type == FACTOR) {
            ops = new String[1];
            ops[0] = ""^"";
            next_parser = NUMBER;
            if (tokens[0].equals(""-"")) {
                String[] expr = new String[tokens.length - 1];
                for (int i = 0; i < expr.length; i++) expr[i] = tokens[i + 1];
                expr1 = parseIDLArrayTokens(expr, FACTOR);
                result = expr1.IDLmultiply(new IDLValue(-1));
                return result;
            }
        } else {
            next_parser = NOPARSER;
            if (tokens[0].equals(""("") && tokens[tokens.length - 1].equals("")"")) {
                ileft = 1;
                iright = tokens.length - 2;
                String[] expr = new String[iright - ileft + 1];
                for (int i = 0; i < expr.length; i++) expr[i] = tokens[i + ileft];
                expr1 = parseIDLArrayTokens(expr, EXPR);
                return expr1;
            } else if (tokens[0].equals(""["") && tokens[tokens.length - 1].equals(""]"")) {
                expr1 = parseIDLExprList(tokens);
                return expr1;
            } else if (tokens[0].equalsIgnoreCase(""findgen"") || tokens[0].equalsIgnoreCase(""dindgen"")) {
                String[] expr = new String[tokens.length - 3];
                for (int i = 0; i < expr.length; i++) expr[i] = tokens[i + 2];
                expr1 = parseIDLArrayTokens(expr, EXPR);
                if (expr1.type != IDLValue.SCALAR) {
                    org.das2.util.DasDie.println(""Syntax error in findgen argument"");
                    System.exit(-1);
                } else {
                    expr1 = IDLValue.findgen((int) expr1.sValue);
                }
            } else if (tokens[0].equalsIgnoreCase(""alog10"")) {
                String[] expr = new String[tokens.length - 3];
                for (int i = 0; i < expr.length; i++) expr[i] = tokens[i + 2];
                expr1 = parseIDLArrayTokens(expr, EXPR);
                expr1 = IDLValue.alog10(expr1);
            } else if (tokens[0].equalsIgnoreCase(""sin"")) {
                String[] expr = new String[tokens.length - 3];
                for (int i = 0; i < expr.length; i++) expr[i] = tokens[i + 2];
                expr1 = parseIDLArrayTokens(expr, EXPR);
                expr1 = IDLValue.sin(expr1);
            } else {
                return null;
            }
            return expr1;
        }
        int ileftop = 9999;
        String leftop = """";
        int nleft_paren = 0;
        int nleft_bracket = 0;
        for (int iop = 0; iop < ops.length; iop++) {
            for (int itok = 0; itok < tokens.length; itok++) {
                if (tokens[itok].equals(""["")) nleft_bracket++;
                if (tokens[itok].equals(""("")) nleft_paren++;
                if (tokens[itok].equals(""]"")) nleft_bracket--;
                if (tokens[itok].equals("")"")) nleft_paren--;
                if (tokens[itok].equals(ops[iop]) && itok != 0) {
                    if ((iop < ileftop) && (nleft_paren == 0) && (nleft_bracket == 0)) {
                        ileftop = itok;
                        leftop = ops[iop];
                    }
                }
            }
        }
        if (ileftop == 9999) {
            result = parseIDLArrayTokens(tokens, next_parser);
        } else {
            String[] expr = new String[ileftop];
            for (int i = 0; i < ileftop; i++) expr[i] = tokens[i];
            expr1 = parseIDLArrayTokens(expr, next_parser);
            expr = new String[tokens.length - ileftop - 1];
            for (int i = 0; i < expr.length; i++) expr[i] = tokens[i + ileftop + 1];
            IDLValue expr2 = parseIDLArrayTokens(expr, type);
            if (expr1 == null || expr2 == null) {
                if (next_parser == NOPARSER) result = null; else result = parseIDLArrayTokens(tokens, next_parser);
            } else if (leftop.equals(""+"")) {
                result = expr1.IDLadd(expr2);
            } else if (leftop.equals(""-"")) {
                result = expr1.IDLsubtract(expr2);
            } else if (leftop.equals(""*"")) {
                result = expr1.IDLmultiply(expr2);
            } else if (leftop.equals(""/"")) {
                result = expr1.IDLdivide(expr2);
            } else if (leftop.equals(""^"")) {
                result = expr1.IDLexponeniate(expr2);
            }
        }
        return result;
    }
"
4705,5385367,7,"    public void moveInstrument(int fromPos, int toPos) {
        Instrument tempInstr;
        if (toPos == fromPos) return;
        tempInstr = instruments[fromPos];
        changeInstrument(toPos, fromPos + OFFSET);
        if (toPos < fromPos) {
            for (int i = fromPos; i > toPos; i--) {
                instruments[i] = instruments[i - 1];
                changeInstrument(i, i - 1 + OFFSET);
            }
        } else {
            for (int i = fromPos; i < toPos; i++) {
                instruments[i] = instruments[i + 1];
                changeInstrument(i, i + 1 + OFFSET);
            }
        }
        instruments[toPos] = tempInstr;
        normalizeInstrument();
    }
"
14405,22077976,7,"    public static void invoke(Object... args) {
        String eventName = (String) args[0];
        int len = args.length - 1;
        Object[] eventArgs = new Object[len];
        for (int i = 0; i < len; i++) {
            eventArgs[i] = args[i + 1];
        }
        List<Event> events = EventFactory.getInstance().getEvents(eventName);
        if (events != null) {
            for (Event event : events) {
                try {
                    event.execute(eventArgs);
                } catch (Exception ex) {
                    logger.error(ex);
                }
            }
        }
    }
"
14097,21607021,7,"    public static void loadBinary(InputStream inStream) throws IOException {
        DataInputStream in = new DataInputStream(inStream);
        head = readShortTable(in, HEAD_LENGTH);
        int[] tableSizes = new int[INDEX_TABLEEND];
        for (int i = 0; i < INDEX_TABLEEND; i++) {
            tableSizes[i] = head[i + 1] - head[i];
        }
        table_scriptIDs = readShortTable(in, tableSizes[INDEX_scriptIDs]);
        table_scriptFonts = readShortTable(in, tableSizes[INDEX_scriptFonts]);
        table_elcIDs = readShortTable(in, tableSizes[INDEX_elcIDs]);
        table_sequences = readShortTable(in, tableSizes[INDEX_sequences]);
        table_fontfileNameIDs = readShortTable(in, tableSizes[INDEX_fontfileNameIDs]);
        table_componentFontNameIDs = readShortTable(in, tableSizes[INDEX_componentFontNameIDs]);
        table_filenames = readShortTable(in, tableSizes[INDEX_filenames]);
        table_awtfontpaths = readShortTable(in, tableSizes[INDEX_awtfontpaths]);
        table_exclusions = readShortTable(in, tableSizes[INDEX_exclusions]);
        table_proportionals = readShortTable(in, tableSizes[INDEX_proportionals]);
        table_scriptFontsMotif = readShortTable(in, tableSizes[INDEX_scriptFontsMotif]);
        table_alphabeticSuffix = readShortTable(in, tableSizes[INDEX_alphabeticSuffix]);
        table_stringIDs = readShortTable(in, tableSizes[INDEX_stringIDs]);
        stringCache = new String[table_stringIDs.length + 1];
        int len = tableSizes[INDEX_stringTable];
        byte[] bb = new byte[len * 2];
        table_stringTable = new char[len];
        in.read(bb);
        int i = 0, j = 0;
        while (i < len) {
            table_stringTable[i++] = (char) (bb[j++] << 8 | (bb[j++] & 0xff));
        }
        if (verbose) {
            dump();
        }
    }
"
1740,801834,7,"    public static int[] keyLeftMove(int[] source, int i) {
        int temp = 0;
        int len = source.length;
        int ls = LS[i];
        for (int k = 0; k < ls; k++) {
            temp = source[0];
            for (int j = 0; j < len - 1; j++) {
                source[j] = source[j + 1];
            }
            source[len - 1] = temp;
        }
        return source;
    }
"
7238,9525629,7,"    String InputCommand() {
        int size = Shell.CMD_MAXLINE - 2;
        byte[] c = new byte[1];
        IntRef n = new IntRef(1);
        int str_len = 0;
        int str_index = 0;
        IntRef len = new IntRef(0);
        boolean current_hist = false;
        byte[] line = new byte[Shell.CMD_MAXLINE];
        int it_history = 0;
        int it_completion = 0;
        while (size != 0) {
            Dos.dos.echo = false;
            while (!Dos_files.DOS_ReadFile(input_handle, c, n)) {
                IntRef dummy = new IntRef(0);
                Dos_files.DOS_CloseFile(input_handle);
                Dos_files.DOS_OpenFile(""con"", 2, dummy);
                Log.log(LogTypes.LOG_MISC, LogSeverities.LOG_ERROR, ""Reopening the input handle.This is a bug!"");
            }
            if (n.value == 0) {
                size = 0;
                continue;
            }
            switch(c[0]) {
                case 0x00:
                    {
                        Dos_files.DOS_ReadFile(input_handle, c, n);
                        switch(c[0]) {
                            case 0x3d:
                                if (l_history.size() == 0) break;
                                it_history = 0;
                                if (l_history.size() > 0 && ((String) l_history.firstElement()).length() > str_len) {
                                    String reader = ((String) l_history.firstElement()).substring(str_len);
                                    for (int i = 0; i < reader.length(); i++) {
                                        c[0] = (byte) reader.charAt(0);
                                        line[str_index++] = (byte) reader.charAt(0);
                                        Dos_files.DOS_WriteFile(Dos_files.STDOUT, c, n);
                                    }
                                    str_len = str_index = ((String) l_history.firstElement()).length();
                                    size = Shell.CMD_MAXLINE - str_index - 2;
                                    line[str_len] = 0;
                                }
                                break;
                            case 0x4B:
                                if (str_index != 0) {
                                    outc(8);
                                    str_index--;
                                }
                                break;
                            case 0x4D:
                                if (str_index < str_len) {
                                    outc(line[str_index++]);
                                }
                                break;
                            case 0x47:
                                while (str_index != 0) {
                                    outc(8);
                                    str_index--;
                                }
                                break;
                            case 0x4F:
                                while (str_index < str_len) {
                                    outc(line[str_index++]);
                                }
                                break;
                            case 0x48:
                                if (l_history.size() == 0 || it_history == l_history.size()) break;
                                if (it_history == 0 && !current_hist) {
                                    current_hist = true;
                                    l_history.insertElementAt(new String(line, 0, str_len), 0);
                                    it_history++;
                                }
                                for (; str_index > 0; str_index--) {
                                    outc(8);
                                    outc(' ');
                                    outc(8);
                                }
                                StringHelper.strcpy(line, (String) l_history.elementAt(it_history));
                                len.value = ((String) l_history.elementAt(it_history)).length();
                                str_len = str_index = len.value;
                                size = Shell.CMD_MAXLINE - str_index - 2;
                                Dos_files.DOS_WriteFile(Dos_files.STDOUT, line, len);
                                it_history++;
                                break;
                            case 0x50:
                                if (l_history.size() == 0 || it_history == 0) break;
                                it_history--;
                                if (it_history == 0) {
                                    it_history++;
                                    if (current_hist) {
                                        current_hist = false;
                                        l_history.removeElementAt(0);
                                    }
                                    break;
                                } else it_history--;
                                for (; str_index > 0; str_index--) {
                                    outc(8);
                                    outc(' ');
                                    outc(8);
                                }
                                StringHelper.strcpy(line, (String) l_history.elementAt(it_history));
                                len.value = ((String) l_history.elementAt(it_history)).length();
                                str_len = str_index = len.value;
                                size = Shell.CMD_MAXLINE - str_index - 2;
                                Dos_files.DOS_WriteFile(Dos_files.STDOUT, line, len);
                                it_history++;
                                break;
                            case 0x53:
                                {
                                    if (str_index >= str_len) break;
                                    IntRef a = new IntRef(str_len - str_index - 1);
                                    byte[] text = new byte[a.value];
                                    System.arraycopy(line, str_index + 1, text, 0, a.value);
                                    Dos_files.DOS_WriteFile(Dos_files.STDOUT, text, a);
                                    outc(' ');
                                    outc(8);
                                    for (int i = str_index; i < str_len - 1; i++) {
                                        line[i] = line[i + 1];
                                        outc(8);
                                    }
                                    line[--str_len] = 0;
                                    size++;
                                }
                                break;
                            default:
                                break;
                        }
                    }
                    break;
                case 0x08:
                    if (str_index != 0) {
                        outc(8);
                        int str_remain = str_len - str_index;
                        size++;
                        if (str_remain != 0) {
                            for (int i = 0; i < str_remain; i++) line[str_index - 1 + i] = line[str_index + i];
                            line[--str_len] = 0;
                            str_index--;
                            for (int i = str_index; i < str_len; i++) outc(line[i]);
                        } else {
                            line[--str_index] = '\0';
                            str_len--;
                        }
                        outc(' ');
                        outc(8);
                        while (str_remain-- != 0) outc(8);
                    }
                    if (l_completion.size() != 0) l_completion.clear();
                    break;
                case 0x0a:
                    break;
                case 0x0d:
                    outc('\n');
                    size = 0;
                    break;
                case '\t':
                    {
                        if (l_completion.size() != 0) {
                            it_completion++;
                            if (it_completion == l_completion.size()) it_completion = 0;
                        } else {
                            boolean dir_only = StringHelper.toString(line).toUpperCase().startsWith(""CD "");
                            String sLine = StringHelper.toString(line);
                            int p_completion_start = sLine.lastIndexOf(' ');
                            if (p_completion_start >= 0) {
                                p_completion_start++;
                                completion_index = p_completion_start;
                            } else {
                                p_completion_start = 0;
                                completion_index = 0;
                            }
                            int path;
                            if ((path = sLine.substring(completion_index).lastIndexOf('\\')) >= 0) completion_index += path + 1;
                            if ((path = sLine.substring(completion_index).lastIndexOf('/')) >= 0) completion_index += path + 1;
                            String mask;
                            if (p_completion_start >= 0) {
                                mask = sLine.substring(p_completion_start);
                                int dot_pos = mask.lastIndexOf('.');
                                int bs_pos = mask.lastIndexOf('\\');
                                int fs_pos = mask.lastIndexOf('/');
                                int cl_pos = mask.lastIndexOf(':');
                                if ((dot_pos - bs_pos > 0) && (dot_pos - fs_pos > 0) && (dot_pos - cl_pos > 0)) mask += ""*""; else mask += ""*.*"";
                            } else {
                                mask = ""*.*"";
                            }
                            int save_dta = Dos.dos.dta();
                            Dos.dos.dta((int) Dos.dos.tables.tempdta);
                            boolean res = Dos_files.DOS_FindFirst(mask, 0xffff & ~Dos_system.DOS_ATTR_VOLUME);
                            if (!res) {
                                Dos.dos.dta((int) save_dta);
                                break;
                            }
                            Dos_DTA dta = new Dos_DTA(Dos.dos.dta());
                            StringRef name = new StringRef();
                            LongRef sz = new LongRef(0);
                            IntRef date = new IntRef(0);
                            IntRef time = new IntRef(0);
                            ShortRef att = new ShortRef(0);
                            int extIndex = 0;
                            while (res) {
                                dta.GetResult(name, sz, date, time, att);
                                if (!name.value.equals(""."") && !name.value.equals("".."")) {
                                    if (dir_only) {
                                        if ((att.value & Dos_system.DOS_ATTR_DIRECTORY) != 0) l_completion.add(name.value);
                                    } else {
                                        int pos = name.value.lastIndexOf('.');
                                        String ext = null;
                                        if (pos >= 0) ext = name.value.substring(pos + 1);
                                        if (ext != null && (ext.equalsIgnoreCase(""BAT"") || ext.equalsIgnoreCase(""COM"") || ext.equalsIgnoreCase(""EXE""))) l_completion.insertElementAt(name.value, extIndex++); else l_completion.add(name.value);
                                    }
                                }
                                res = Dos_files.DOS_FindNext();
                            }
                            it_completion = 0;
                            Dos.dos.dta((int) save_dta);
                        }
                        if (l_completion.size() != 0 && ((String) l_completion.elementAt(it_completion)).length() != 0) {
                            for (; str_index > completion_index; str_index--) {
                                outc(8);
                                outc(' ');
                                outc(8);
                            }
                            StringHelper.strcpy(line, completion_index, (String) l_completion.elementAt(it_completion));
                            len.value = ((String) l_completion.elementAt(it_completion)).length();
                            str_len = str_index = completion_index + len.value;
                            size = Shell.CMD_MAXLINE - str_index - 2;
                            Dos_files.DOS_WriteFile(Dos_files.STDOUT, ((String) l_completion.elementAt(it_completion)).getBytes(), len);
                        }
                    }
                    break;
                case 0x1b:
                    outc('\\');
                    outc('\n');
                    line[0] = 0;
                    if (l_completion.size() != 0) l_completion.clear();
                    StringHelper.strcpy(line, InputCommand());
                    size = 0;
                    str_len = 0;
                    break;
                default:
                    if (l_completion.size() != 0) l_completion.clear();
                    if (str_index < str_len && true) {
                        outc(' ');
                        IntRef a = new IntRef(str_len - str_index);
                        byte[] text = new byte[a.value];
                        System.arraycopy(line, str_index, text, 0, a.value);
                        Dos_files.DOS_WriteFile(Dos_files.STDOUT, text, a);
                        outc(8);
                        for (int i = str_len; i > str_index; i--) {
                            line[i] = line[i - 1];
                            outc(8);
                        }
                        line[++str_len] = 0;
                        size--;
                    }
                    line[str_index] = c[0];
                    str_index++;
                    if (str_index > str_len) {
                        line[str_index] = '\0';
                        str_len++;
                        size--;
                    }
                    Dos_files.DOS_WriteFile(Dos_files.STDOUT, c, n);
                    break;
            }
        }
        if (str_len == 0) return null;
        str_len++;
        if (current_hist) {
            current_hist = false;
            l_history.removeElementAt(0);
        }
        String sLine = StringHelper.toString(line);
        l_history.insertElementAt(sLine, 0);
        it_history = 0;
        if (l_completion.size() != 0) l_completion.clear();
        return sLine;
    }
"
