,id1,id2,func,type,train
2478,334117,9755674,44,4,1
2480,3596849,13088707,13,4,1
2481,1706198,23677136,7,0,0
2482,53655,16152856,44,4,1
2494,546905,9755674,44,4,0
2495,2451218,20328639,13,4,1
2496,2451218,3596847,13,4,1
2496,422433,546905,44,4,1
2497,2451218,10868405,13,4,1
2498,203112,13839383,44,4,1
2498,1800281,23677139,7,0,1
2500,2451218,22181822,13,4,1
2504,891389,950313,44,4,1
2506,8533735,10366826,13,4,1
2508,7200130,10366826,13,4,1
2508,370546,950313,44,4,0
2510,279854,16152856,44,4,1
2512,281097,630656,7,4,1
2512,279854,3868943,44,4,1
2515,10366826,10868405,13,4,1
2517,10366826,13140215,13,4,1
2519,1807394,23677146,7,0,1
2520,1313371,10366826,13,4,1
2521,3894025,10366826,13,4,0
2522,160204,3868943,44,4,1
2533,3868943,9755674,44,4,0
2535,8533735,13140215,13,4,1
2535,238319,3868943,44,4,1
2536,1820121,23677135,7,0,1
2539,8533735,12962394,13,4,1
2539,950313,3868943,44,4,1
2543,45590,3868943,44,4,1
2548,298516,3868943,44,4,0
2552,910478,3868943,44,4,1
2553,694023,3868943,44,4,1
2554,1828887,23677139,7,0,0
2559,4490317,7200130,13,4,1
2560,681078,3868943,44,4,1
2563,7200130,10868405,13,4,1
2564,165906,3868943,44,4,0
2567,1313371,7200130,13,4,1
2569,193052,3868943,44,4,1
2571,7200130,7670209,13,4,1
2582,1313371,4490317,13,4,1
2587,211684,422433,44,4,1
2594,489465,4128381,44,4,1
2595,160204,4128381,44,4,1
2596,19076717,19654782,13,4,1
2596,1668091,6972162,7,4,1
2596,858381,4128381,44,4,1
2600,5172908,19076717,13,4,0
2603,6938966,20328639,13,4,1
2607,3596849,6938966,13,4,1
2608,120983,1668091,7,4,1
2609,6938966,22181822,13,4,1
2611,279854,422433,44,4,1
2613,1668091,16064530,7,4,1
2614,6938966,7848932,13,4,0
2614,801168,950313,44,4,1
2619,13140215,20328639,13,4,1
2620,881838,950313,44,4,1
2624,28134,422433,44,4,1
2626,1874798,23677141,7,0,1
2629,1668091,16375558,7,4,1
2629,3596847,10868405,13,4,1
2633,3596847,19654782,13,4,0
2633,230245,4128381,44,4,1
2638,3596847,7848932,13,4,1
2638,461150,4128381,44,4,1
2639,927500,4128381,44,4,1
2639,3596847,7670209,13,4,1
2643,673501,4128381,44,4,0
2645,694023,4128381,44,4,1
2646,5172908,19654780,13,4,1
2648,124387,4128381,44,4,1
2650,474315,4128381,44,4,1
2654,3894025,10868405,13,4,1
2656,165906,4128381,44,4,1
2662,1972366,23677135,7,0,0
2664,3596849,12962394,13,4,1
2665,3596849,5172908,13,4,1
2670,396827,4128381,44,4,0
2671,741288,4128381,44,4,1
2678,1981171,23677137,7,0,1
2682,28134,13839383,44,4,1
2683,489465,16152856,44,4,1
2684,489465,13839383,44,4,1
2687,1313371,3894025,13,4,1
2688,465616,12561704,7,4,1
2695,3894025,7670209,13,4,0
2698,422433,489465,44,4,1
2699,160204,9755674,44,4,1
2700,7670209,7848932,13,4,1
2701,12561704,22026286,7,4,0
2705,605828,950313,44,4,0
2708,812839,16152856,44,4,1
2711,160204,422433,44,4,1
2716,812839,9755674,44,4,0
2717,812839,950313,44,4,1
2721,120777,422433,44,4,1
2723,858381,950313,44,4,1
2727,422433,820538,44,4,1
2730,10731,13839383,44,4,1
2742,12747342,13295656,7,4,0
2743,928483,16152856,44,4,0
2746,45590,16152856,44,4,1
2751,298516,16152856,44,4,1
2752,157745,16152856,44,4,1
2754,359113,12747342,7,4,1
2754,673501,16152856,44,4,1
2769,13839383,16152856,44,4,1
2769,2062008,23677144,7,0,0
2772,193052,16152856,44,4,1
2778,469060,16152856,44,4,1
2783,912096,16152856,44,4,1
2784,863587,16152856,44,4,1
2788,950313,4328782,44,4,1
2791,12747342,17583188,7,4,1
2802,245162,12747342,7,4,1
2807,234582,9755674,44,4,1
2811,755766,9755674,44,4,1
2816,2168570,23677135,7,0,1
2817,681078,9755674,44,4,1
2825,932291,950313,44,4,1
2827,238319,950313,44,4,1
2828,238319,422433,44,4,1
2833,217749,422433,44,4,0
2840,242004,422433,44,4,0
2848,311165,9755674,44,4,1
2854,912096,9755674,44,4,1
2855,863587,9755674,44,4,1
2858,9385633,15069644,7,4,0
2859,8359775,15069644,7,4,1
2861,2235436,23677138,7,0,0
2866,2401,13839383,44,4,1
2870,422433,469340,44,4,0
2880,298516,950313,44,4,1
2883,673501,950313,44,4,1
2889,305471,950313,44,4,1
2892,681078,950313,44,4,0
2894,351289,950313,44,4,1
2909,2263082,23677144,7,0,1
2910,396827,950313,44,4,1
2919,15069644,17583188,7,4,0
2920,234582,13839383,44,4,0
2923,298516,13839383,44,4,0
2927,234582,422433,44,4,1
2940,946510,13839383,44,4,1
2942,474315,13839383,44,4,1
2943,2331294,23677136,7,0,1
2950,351289,13839383,44,4,1
2952,422433,748153,44,4,1
2954,5405559,15069644,7,4,1
2958,28333,422433,44,4,1
2974,15069644,22486940,7,4,1
2976,741288,13839383,44,4,0
2982,748153,13839383,44,4,1
2983,241850,422433,44,4,1
2984,396827,422433,44,4,1
2987,422433,863587,44,4,1
2989,422433,935808,44,4,1
2991,630656,15069644,7,4,1
2992,311165,422433,44,4,1
2993,2404010,23677144,7,0,0
2996,2416844,23677133,7,0,1
3006,6920765,9385633,7,4,1
3011,3197876,9385633,7,4,1
3014,9385633,21273058,7,4,1
3015,2438827,23677138,7,0,0
3017,9385633,14632238,7,4,1
3021,2438827,23677144,7,0,1
3027,4449697,9385633,7,4,1
3037,9385633,15609433,7,4,1
3045,2477024,23677140,7,0,0
3058,2483705,23677139,7,0,1
3059,2483705,23677140,7,0,1
3060,793386,9385633,7,4,1
3087,2506360,23677140,7,0,1
3100,1920567,9385633,7,4,1
3107,9385633,11318551,7,4,0
3115,8359774,9385633,7,4,1
3126,9385633,21273059,7,4,1
3128,2544499,23677139,7,0,1
3131,9385633,16375558,7,4,1
3154,2630993,23677137,7,0,1
3184,2748906,23677139,7,0,0
3187,8359775,22135738,7,4,1
3206,8359775,20548201,7,4,1
3208,8359775,22307690,7,4,1
3233,2820590,23677146,7,0,0
3269,2874111,23677140,7,0,1
3279,8054454,8359775,7,4,1
3290,17630909,19260977,7,4,1
3307,12483251,19260977,7,4,0
3307,3090795,23677136,7,0,0
3328,3123622,23677143,7,0,1
3351,19260977,21100204,7,4,1
3355,3126012,23677142,7,0,0
3386,18640710,19260977,7,4,1
3422,17583193,17630905,7,4,0
3425,3178135,23677142,7,0,1
3429,3178135,23677146,7,0,1
3458,17630905,22307690,7,4,1
3461,3338750,17630905,7,4,1
3463,416857,17630905,7,4,0
3492,691789,17630905,7,4,1
3547,3419346,23677138,7,0,1
3573,529986,15287811,7,4,1
3589,3475386,23677138,7,0,1
3613,3500209,23677134,7,0,1
3613,10606028,15287811,7,4,1
3616,1920567,15287811,7,4,1
3635,3517394,23677142,7,0,0
3651,3595778,23677144,7,0,1
3652,8054454,15287811,7,4,1
3652,3595778,23677145,7,0,1
3678,6920765,12483251,7,4,1
3679,3721981,23677144,7,0,1
3679,186569,6920765,7,4,1
3684,3721994,23677135,7,0,0
3691,891550,6920765,7,4,1
3702,3769505,23677139,7,0,1
3702,6920765,11374801,7,4,1
3703,4272289,6920765,7,4,1
3724,3823290,23677133,7,0,1
3780,6920765,16375558,7,4,1
3784,6920765,6963063,7,4,1
3785,6920765,8227164,7,4,1
3795,3953792,23677134,7,0,1
3804,3953792,23677143,7,0,1
3827,2086683,7635628,7,4,1
3837,529986,2086683,7,4,1
3842,4030760,23677139,7,0,1
3846,793386,2086683,7,4,1
3853,2086683,13344290,7,4,1
3884,2086683,15757836,7,4,1
3889,120983,2086683,7,4,1
3889,4097918,23677144,7,0,1
3898,4110169,23677139,7,0,0
3909,4178103,23677136,7,0,1
3931,13295656,21273058,7,4,1
3938,4254071,23677137,7,0,1
3941,4254071,23677140,7,0,0
3948,4254073,23677133,7,0,0
3954,13295656,17630906,7,4,1
3978,4278492,23677135,7,0,1
3989,4278492,23677146,7,0,1
3994,13295656,21100204,7,4,1
4024,13295656,22486940,7,4,1
4029,4334636,23677144,7,0,0
4060,5127007,5682569,7,4,1
4073,4360850,23677146,7,0,1
4077,5682569,8166293,7,4,1
4081,5682569,17985016,7,4,1
4084,5682569,17630910,7,4,0
4097,5682569,9066291,7,4,0
4110,4442345,23677141,7,0,1
4111,5682569,21100204,7,4,0
4115,5682569,21273056,7,4,1
4115,4442345,23677146,7,0,1
4119,5682569,13696846,7,4,1
4119,4488837,23677136,7,0,0
4123,4488837,23677140,7,0,1
4127,4488837,23677144,7,0,0
4130,4509735,23677133,7,0,1
4147,5682569,13243880,7,4,1
4148,5682569,16375558,7,4,1
4190,17630910,21273054,7,4,0
4209,13344290,21273054,7,4,1
4226,4647387,23677145,7,0,1
4231,4669651,23677136,7,0,1
4245,709510,21273054,7,4,0
4292,3197876,17583193,7,4,1
4295,3197876,4449697,7,4,1
4315,3197876,11939522,7,4,1
4337,465616,3197876,7,4,1
4339,3197876,7227330,7,4,1
4342,4948726,23677135,7,0,0
4355,4997927,23677134,7,0,1
4367,3197876,6622146,7,4,1
4374,5002810,23677139,7,0,0
4375,726690,3197876,7,4,1
4410,5121681,23677133,7,0,1
4447,14132422,21273057,7,4,1
4467,14132422,15609432,7,4,1
4489,5176682,23677142,7,0,0
4501,5180407,23677140,7,0,0
4502,8359774,14132422,7,4,1
4504,14132422,21273051,7,4,0
4546,5236991,23677143,7,0,1
4584,6302678,17630909,7,4,1
4602,5405559,17630909,7,4,0
4641,285947,17630909,7,4,1
4649,9075137,21273058,7,4,1
4665,5332053,23677136,7,0,1
4671,5332053,23677142,7,0,1
4684,4272289,21273058,7,4,1
4685,5362350,23677142,7,0,0
4687,477320,21273058,7,4,1
4693,81754,21273058,7,4,0
4705,5385367,23677134,7,0,1
4716,5385367,23677145,7,0,1
4721,21273058,22326008,7,4,1
4738,751537,21273058,7,4,1
4740,10174628,21273058,7,4,1
4754,5475040,23677141,7,0,0
4755,16375558,21273058,7,4,1
4787,5496245,23677146,7,0,1
4829,5533628,23677146,7,0,1
4861,5583842,23677136,7,0,1
4862,9221721,22888751,7,4,1
4863,9221721,16064530,7,4,0
4900,170006,11261440,7,4,1
4903,5626270,23677136,7,0,1
4919,5629980,23677138,7,0,1
4960,5693688,23677137,7,0,0
4960,170006,8794510,7,4,1
4965,5693688,23677142,7,0,1
4972,170006,6925921,7,4,1
4975,170006,18378776,7,4,1
4978,5695068,23677141,7,0,1
4985,5701392,23677134,7,0,1
5012,5709508,23677133,7,0,1
5015,5709508,23677136,7,0,1
5070,5818876,23677135,7,0,1
5071,416857,14632238,7,4,1
5079,5818876,23677144,7,0,1
5090,5828016,23677141,7,0,1
5120,940862,14632238,7,4,1
5146,5861519,23677141,7,0,1
5153,521113,9075137,7,4,1
5183,477320,9075137,7,4,1
5202,5939463,23677141,7,0,0
5210,253908,9075137,7,4,0
5211,9075137,13799349,7,4,1
5217,5953187,23677142,7,0,1
5245,7327761,9075137,7,4,1
5259,630656,9075137,7,4,1
5270,11261440,12176858,7,4,1
5317,12176858,22307690,7,4,1
5328,6302678,12176858,7,4,1
5363,12176858,22409057,7,4,1
5364,10174628,12176858,7,4,0
5396,11261440,20680657,7,4,0
5399,2067794,11261440,7,4,1
5400,4449697,11261440,7,4,1
5422,6181090,23677137,7,0,1
5440,6187603,23677141,7,0,1
5444,7227330,11261440,7,4,1
5453,6230158,23677140,7,0,0
5459,6230158,23677146,7,0,1
5464,11261440,16123665,7,4,0
5493,7327761,11261440,7,4,1
5494,940862,11261440,7,4,1
5524,5127007,12483251,7,4,0
5527,5127007,11335657,7,4,1
5532,5127007,8166293,7,4,0
5544,3198237,5127007,7,4,1
5549,6352528,23677138,7,0,1
5589,6583869,23677136,7,0,1
5632,359113,17630906,7,4,1
5646,6760292,23677137,7,0,0
5687,6795987,23677136,7,0,0
5706,6845354,23677141,7,0,1
5707,359113,21273055,7,4,1
5719,6966588,23677140,7,0,1
5736,6989890,23677143,7,0,1
5743,7043771,23677136,7,0,1
5771,7074779,23677136,7,0,1
5775,20680657,23089693,7,4,1
5790,7150666,23677141,7,0,1
5809,11318551,20680657,7,4,1
5812,16064530,20680657,7,4,1
5822,940862,20680657,7,4,1
5834,8786313,20680657,7,4,1
5836,151792,20680657,7,4,1
5837,6963063,20680657,7,4,0
5844,12646326,20680657,7,4,1
5847,2067794,17583193,7,4,0
5858,15609433,17583193,7,4,1
5862,6016307,17583193,7,4,1
5862,7364950,23677143,7,0,1
5883,7388462,23677136,7,0,1
5896,15609432,17583193,7,4,1
5908,7435662,23677133,7,0,1
5914,7435662,23677139,7,0,1
5914,13696846,17583193,7,4,0
5932,16064530,17583193,7,4,0
5935,17583193,22409057,7,4,1
5937,7455593,23677134,7,0,1
5957,6963063,17583193,7,4,1
5985,845085,22135738,7,4,1
5996,7561967,23677137,7,0,1
6017,7603475,23677144,7,0,1
6021,253908,845085,7,4,1
6058,845085,18640710,7,4,1
6071,7693662,23677142,7,0,0
6076,7696633,23677133,7,0,1
6083,7696633,23677140,7,0,1
6092,891550,2067794,7,4,1
6104,2067794,4272289,7,4,1
6105,7762106,23677134,7,0,1
6105,2067794,15195064,7,4,1
6113,81754,2067794,7,4,1
6117,2067794,13344290,7,4,1
6130,2067794,17630907,7,4,1
6148,2067794,6622146,7,4,0
6173,7785429,23677146,7,0,0
6179,2067794,11371499,7,4,1
6187,7785430,23677146,7,0,1
6194,7785431,23677139,7,0,1
6208,4449697,7635628,7,4,1
6290,4449697,18640710,7,4,1
6291,4449697,17630908,7,4,1
6307,3365958,4449697,7,4,1
6312,7930609,23677145,7,0,1
6332,7999521,23677137,7,0,1
6339,521113,13344290,7,4,1
6345,245162,521113,7,4,1
6346,521113,12065181,7,4,1
6348,8006704,23677139,7,0,1
6351,8006704,23677142,7,0,1
6377,8040799,23677140,7,0,1
6385,521113,7327761,7,4,1
6387,521113,21273055,7,4,1
6387,8071936,23677136,7,0,1
6388,8071936,23677137,7,0,0
6395,8071936,23677144,7,0,1
6423,115129,3673682,7,4,0
6438,8119045,23677145,7,0,1
6472,8233624,23677137,7,0,1
6486,8257384,23677137,7,0,1
6494,940862,3673682,7,4,1
6499,3673682,14132423,7,4,1
6518,186569,12483251,7,4,1
6537,115129,12483251,7,4,1
6552,9066291,12483251,7,4,1
6554,12483251,13344290,7,4,1
6569,8379914,23677136,7,0,0
6595,12483251,21273060,7,4,1
6621,8512408,23677146,7,0,1
6624,345995,12483251,7,4,1
6634,8513087,23677145,7,0,1
6649,186569,529986,7,4,1
6666,186569,465616,7,4,0
6693,8626755,23677134,7,0,1
6725,8741065,23677138,7,0,0
6746,891550,15568623,7,4,0
6800,5405559,15568623,7,4,1
6803,8810332,23677146,7,0,1
6808,8813150,23677137,7,0,0
6824,8829372,23677139,7,0,1
6825,8829372,23677140,7,0,1
6826,8829372,23677141,7,0,1
6827,15568623,18640710,7,4,1
6839,8832284,23677140,7,0,1
6867,8876558,23677140,7,0,1
6872,8876558,23677145,7,0,1
6902,8940133,23677133,7,0,1
6903,11335657,22026286,7,4,1
6939,11335657,14132423,7,4,1
6961,481375,17630906,7,4,1
7001,9097634,23677134,7,0,1
7007,481375,1920567,7,4,1
7030,9105957,23677135,7,0,1
7046,9125152,23677137,7,0,0
7107,2450,120983,7,4,1
7139,2450,345995,7,4,1
7176,9396597,23677141,7,0,1
7176,416857,10479536,7,4,0
7191,9397761,23677142,7,0,1
7198,9470469,23677135,7,0,0
7205,6480424,10479536,7,4,1
7207,9470469,23677144,7,0,1
7224,10479536,21273055,7,4,0
7238,9525629,23677133,7,0,1
7261,477320,15609433,7,4,0
7301,9650837,23677140,7,0,0
7322,2086684,15609433,7,4,0
7346,529986,17630906,7,4,1
7362,3338750,17630906,7,4,1
7366,878123,17630906,7,4,0
7412,9984720,23677139,7,0,1
7422,630656,17630906,7,4,1
7457,10089157,23677142,7,0,1
7512,10131417,23677141,7,0,1
7524,10170678,23677139,7,0,1
7549,465616,8166293,7,4,1
7573,8166293,13696846,7,4,1
7583,10313321,23677142,7,0,1
7589,8166293,22888751,7,4,1
7593,10407212,23677138,7,0,1
7596,8166293,22486940,7,4,1
7598,10407212,23677143,7,0,1
7630,6016307,21273057,7,4,1
7635,10484126,23677138,7,0,1
7636,10484126,23677139,7,0,1
7656,10513112,23677145,7,0,1
7691,6016307,16064530,7,4,1
7696,6016307,8359774,7,4,1
7712,6016307,8786313,7,4,1
7713,10534297,23677146,7,0,1
7722,6016307,12646326,7,4,1
7729,10555306,23677134,7,0,1
7762,7635628,16123665,7,4,1
7775,120983,7635628,7,4,1
7784,10621645,23677133,7,0,1
7791,7635628,18640710,7,4,1
7794,2086684,7635628,7,4,1
7809,10824720,23677144,7,0,1
7821,891550,9225969,7,4,1
7824,891550,22307690,7,4,1
7887,11138641,23677138,7,0,1
7889,11138641,23677140,7,0,1
7894,891550,8054454,7,4,1
7895,11138641,23677146,7,0,1
7924,3338750,17985016,7,4,1
7937,17985016,21100204,7,4,0
7944,11327460,23677139,7,0,1
7945,16123665,17985016,7,4,0
7952,11351198,23677133,7,0,1
7960,709510,17985016,7,4,1
7964,11351198,23677145,7,0,1
8011,11703169,23677136,7,0,1
8014,11703169,23677139,7,0,1
8035,11714316,23677146,7,0,0
8059,11816411,23677142,7,0,1
8071,11832425,23677140,7,0,1
8079,11833651,23677134,7,0,1
8083,11833651,23677138,7,0,1
8119,12121968,23677146,7,0,1
8121,4860089,22135738,7,4,0
8128,12247511,23677141,7,0,0
8129,12247511,23677142,7,0,1
8131,5405559,22135738,7,4,1
8137,12248116,23677136,7,0,0
8141,12248116,23677140,7,0,1
8142,21273060,22135738,7,4,1
8158,12260540,23677143,7,0,1
8168,12269404,23677139,7,0,1
8171,11939522,21273057,7,4,0
8191,12288290,23677134,7,0,1
8201,11939522,22486941,7,4,0
8201,12288290,23677144,7,0,1
8217,6925921,11939522,7,4,1
8243,940862,11939522,7,4,1
8246,12432826,23677133,7,0,0
8261,285947,11939522,7,4,1
8269,338852,17630910,7,4,0
8272,11374801,17630910,7,4,1
8279,793386,17630910,7,4,1
8284,13344290,17630910,7,4,1
8285,465616,17630910,7,4,1
8287,7227330,17630910,7,4,1
8292,245162,17630910,7,4,1
8327,12584459,23677144,7,0,1
8359,12595197,23677134,7,0,1
8366,3198237,21273057,7,4,1
8366,12595197,23677141,7,0,1
8371,12595197,23677146,7,0,0
8384,245162,21273057,7,4,1
8390,12624126,23677137,7,0,1
8420,10174628,21273057,7,4,0
8452,12767963,23677143,7,0,1
8454,115129,3198237,7,4,1
8457,115129,880670,7,4,0
8469,115129,23089693,7,4,1
8471,12812043,23677134,7,0,1
8483,115129,21273056,7,4,0
8495,12860887,23677144,7,0,1
8499,12879742,23677134,7,0,1
8504,115129,751537,7,4,1
8506,12879742,23677141,7,0,0
8509,12879742,23677144,7,0,1
8524,12934517,23677145,7,0,0
8525,12934517,23677146,7,0,0
8546,338852,13344290,7,4,1
8552,338852,878123,7,4,1
8583,120983,338852,7,4,1
8610,13076072,23677133,7,0,1
8620,338852,20181656,7,4,0
8627,529986,3198237,7,4,1
8631,529986,793386,7,4,1
8640,416857,529986,7,4,0
8661,13135770,23677142,7,0,1
8673,529986,726690,7,4,1
8690,529986,17630908,7,4,1
8695,13224904,23677134,7,0,1
8709,3198237,21779336,7,4,1
8719,13258283,23677144,7,0,1
8725,21779336,23089693,7,4,0
8744,6972162,21779336,7,4,1
8746,13330595,23677143,7,0,1
8778,13335722,23677133,7,0,1
8784,16375558,21779336,7,4,1
8794,13358170,23677135,7,0,1
8821,11374801,12122419,7,4,0
8828,11374801,21273052,7,4,1
8839,13381059,23677138,7,0,1
8856,13451846,23677141,7,0,1
8860,11374801,11892804,7,4,1
8874,13478255,23677145,7,0,1
8875,630656,11374801,7,4,1
8876,151792,11374801,7,4,0
8878,13491945,23677135,7,0,0
8916,13510716,23677145,7,0,1
8929,4272289,22888751,7,4,1
8934,13558690,23677135,7,0,1
8979,13562860,23677138,7,0,0
8986,13562860,23677145,7,0,1
9015,15195064,22137813,7,4,1
9049,13630878,23677138,7,0,1
9066,13658392,23677141,7,0,1
9069,726690,3198237,7,4,0
9079,3198237,22486940,7,4,1
9103,3198237,20181656,7,4,1
9118,13731773,23677137,7,0,1
9124,13731773,23677143,7,0,1
9132,13734686,23677137,7,0,1
9144,13773908,23677135,7,0,1
9159,13780282,23677136,7,0,1
9173,345995,477320,7,4,1
9173,13837593,23677136,7,0,0
9178,13837593,23677141,7,0,1
9185,7041871,9066291,7,4,1
9199,13904321,23677134,7,0,1
9224,13952462,23677145,7,0,1
9233,7041871,10174628,7,4,1
9244,7041871,21273059,7,4,1
9245,13986291,23677138,7,0,1
9248,13986291,23677141,7,0,0
9264,13986721,23677143,7,0,0
9272,880670,12065181,7,4,1
9280,880670,13799349,7,4,1
9301,14039746,23677138,7,0,1
9308,14039746,23677145,7,0,1
9311,14062089,23677134,7,0,1
9320,14062089,23677143,7,0,0
9332,285947,880670,7,4,1
9416,14136877,23677141,7,0,1
9418,14136877,23677143,7,0,1
9423,465616,17583188,7,4,1
9449,6925921,17583188,7,4,1
9450,14253967,23677133,7,0,1
9451,14253967,23677134,7,0,1
9459,120983,17583188,7,4,1
9469,14253968,23677138,7,0,1
9480,14132423,17583188,7,4,1
9484,11371499,17583188,7,4,0
9513,9225969,12122419,7,4,0
9513,14273804,23677140,7,0,1
9527,1920567,9225969,7,4,1
9575,14362217,23677146,7,0,1
9593,14370631,23677136,7,0,1
9594,14370631,23677137,7,0,1
9598,14370631,23677141,7,0,1
9601,81754,8359774,7,4,1
9613,14371287,23677142,7,0,0
9617,14371287,23677146,7,0,0
9619,81754,12646326,7,4,1
9647,6972162,20548201,7,4,1
9656,1920567,20548201,7,4,1
9658,691789,20548201,7,4,1
9660,120983,20548201,7,4,0
9682,20548201,21273059,7,4,1
9699,20548201,20660203,7,4,0
9704,7227330,9066291,7,4,1
9718,9066291,13799349,7,4,0
9728,14507597,23677145,7,0,0
9737,726690,9066291,7,4,1
9745,9066291,10174628,7,4,1
9767,14543929,23677142,7,0,1
9786,13799349,22307690,7,4,1
9787,14615632,23677134,7,0,0
9792,14615632,23677139,7,0,0
9797,5405559,22307690,7,4,1
9814,22307690,22409057,7,4,0
9815,10174628,22307690,7,4,1
9830,14665367,23677135,7,0,1
9843,14665368,23677134,7,0,0
9870,14775949,23677133,7,0,1
9878,691789,13344290,7,4,1
9880,120983,13344290,7,4,1
9887,14883249,23677136,7,0,1
9893,7327761,13344290,7,4,1
9898,13344290,17630908,7,4,1
9901,13344290,22137813,7,4,1
9924,14957244,23677145,7,0,1
9936,14958336,23677143,7,0,1
9947,14966555,23677140,7,0,0
9962,14966556,23677141,7,0,1
9970,14982354,23677135,7,0,1
9972,465616,2086684,7,4,0
9978,14982354,23677143,7,0,1
9981,14982354,23677146,7,0,1
9983,285947,465616,7,4,1
9990,416857,3338750,7,4,1
10028,763710,3338750,7,4,1
10053,345995,3338750,7,4,1
10063,245162,7227330,7,4,1
10089,15095879,23677142,7,0,1
10104,15142980,23677143,7,0,0
10135,416857,22026286,7,4,1
10157,416857,751537,7,4,1
10165,15246531,23677134,7,0,1
10210,5405559,23089693,7,4,1
10217,1363,23089693,7,4,1
10237,14132423,23089693,7,4,0
10297,878123,940862,7,4,1
10303,878123,21273059,7,4,1
10312,15559784,23677141,7,0,1
10315,285947,878123,7,4,0
10316,878123,8054454,7,4,1
10324,15563829,23677139,7,0,1
10383,245162,22026286,7,4,1
10405,15891729,23677136,7,0,1
10409,15891729,23677140,7,0,1
10417,15891740,23677134,7,0,1
10425,245162,6963063,7,4,1
10448,12065181,13696846,7,4,0
10451,15924651,23677140,7,0,1
10467,16035291,23677142,7,0,1
10471,8359774,12065181,7,4,0
10482,12065181,21273059,7,4,1
10489,630656,12065181,7,4,1
10496,3365958,12065181,7,4,1
10502,6302678,17630907,7,4,1
10528,6302678,11318551,7,4,0
10548,285947,6302678,7,4,1
10548,16103479,23677139,7,0,1
10553,12122419,22486941,7,4,1
10566,16118684,23677143,7,0,1
10602,22137813,22486941,7,4,1
10646,16275146,23677139,7,0,0
10651,12122419,21273051,7,4,1
10664,16275150,23677143,7,0,1
10703,726690,17630907,7,4,1
10728,8786313,17630907,7,4,0
10730,16405052,23677139,7,0,1
10734,285947,17630907,7,4,1
10758,8794510,11318551,7,4,1
10780,16571028,23677133,7,0,1
10782,8054454,8794510,7,4,1
10783,16571028,23677136,7,0,1
10806,120983,21100204,7,4,0
10809,11318551,21100204,7,4,1
10820,16579951,23677145,7,0,1
10836,151792,21100204,7,4,1
10847,4860089,13799349,7,4,1
10885,16653081,23677140,7,0,1
10898,4860089,8227164,7,4,1
10905,16655474,23677146,7,0,1
10920,16693486,23677133,7,0,1
10923,16693486,23677136,7,0,1
10999,16820984,23677142,7,0,1
11009,16852192,23677138,7,0,1
11014,16123665,21273052,7,4,0
11021,16871895,23677136,7,0,1
11032,16064530,21273052,7,4,1
11039,11892804,21273052,7,4,1
11056,8227164,21273052,7,4,1
11078,101811,21273060,7,4,1
11091,16929312,23677136,7,0,1
11101,101811,8054454,7,4,1
11114,15757836,21273056,7,4,0
11132,11892804,21273056,7,4,1
11140,2086684,21273056,7,4,0
11152,8054454,21273056,7,4,0
11154,20181656,21273056,7,4,1
11169,691789,22026286,7,4,1
11193,21273059,22026286,7,4,1
11194,2086684,22026286,7,4,1
11226,17210037,23677145,7,0,1
11230,17212102,23677135,7,0,1
11258,16123665,20660203,7,4,1
11267,1920567,6972162,7,4,1
11288,6972162,21273055,7,4,1
11294,17323499,23677143,7,0,1
11321,17356254,23677142,7,0,0
11325,17356254,23677146,7,0,1
11336,17364382,23677143,7,0,1
11352,151792,13696846,7,4,1
11388,2086684,22326008,7,4,1
11406,17467704,23677143,7,0,0
11410,726690,6925921,7,4,0
11429,17577167,23677138,7,0,1
11436,17577167,23677145,7,0,0
11484,17627330,23677137,7,0,1
11517,5405559,14132423,7,4,1
11524,17734555,23677135,7,0,1
11544,18378776,21273060,7,4,1
11545,18378776,22888751,7,4,1
11560,18378776,21273059,7,4,0
11562,17778165,23677145,7,0,1
11573,17800181,23677142,7,0,1
11574,17800181,23677143,7,0,0
11620,17866017,23677133,7,0,1
11629,17866017,23677142,7,0,1
11639,15757836,21273055,7,4,0
11646,17880003,23677145,7,0,1
11661,691789,1920567,7,4,1
11673,1920567,10174628,7,4,1
11689,1920567,16375558,7,4,0
11730,18210029,23677145,7,0,1
11740,120983,691789,7,4,1
11741,691789,709510,7,4,1
11745,691789,22888751,7,4,1
11762,691789,2086684,7,4,0
11797,1363,17630908,7,4,0
11805,18298349,23677136,7,0,1
11808,18298349,23677139,7,0,1
11844,18369171,23677133,7,0,1
11846,120983,8227164,7,4,1
11910,18402828,23677143,7,0,1
11920,726690,3365958,7,4,1
11930,18463334,23677135,7,0,1
11955,11318551,20181656,7,4,0
11957,18476888,23677134,7,0,1
11960,18476888,23677137,7,0,1
11966,18476888,23677143,7,0,1
11986,18532865,23677135,7,0,1
11993,10174628,22888751,7,4,1
12006,18547061,23677141,7,0,1
12020,763710,16064530,7,4,1
12028,940862,16064530,7,4,1
12034,2086684,16064530,7,4,1
12072,751537,10174628,7,4,0
12085,18585843,23677136,7,0,1
12091,151792,751537,7,4,1
12093,751537,8227164,7,4,1
12094,285947,751537,7,4,1
12108,17630908,22409057,7,4,1
12120,8227164,22409057,7,4,1
12147,18685528,23677142,7,0,1
12161,8359774,22137813,7,4,1
12163,8359774,13243880,7,4,0
12172,18806015,23677139,7,0,1
12202,17630908,21273051,7,4,1
12253,7327761,16375558,7,4,1
12261,7327761,8054454,7,4,1
